Item,period_day,weekday_weekend
Coffee,evening,weekend
Tshirt,evening,weekend
Valentine's card,evening,weekend
Tshirt,evening,weekend
Tshirt,evening,weekend
Tshirt,evening,weekend
Postcard,evening,weekend
Tshirt,evening,weekend
Valentine's card,evening,weekend
Tshirt,evening,weekend
Postcard,evening,weekend
Valentine's card,evening,weekend
Valentine's card,evening,weekend
Postcard,evening,weekend
Nomad bag,evening,weekend
Postcard,evening,weekend
Tshirt,evening,weekend
Tshirt,evening,weekend
Postcard,evening,weekend
Tshirt,evening,weekend
Postcard,evening,weekend
Postcard,evening,weekend
Postcard,evening,weekend
Tshirt,evening,weekend
Tshirt,evening,weekend
Postcard,evening,weekend
Coffee,morning,weekend
Coffee,morning,weekend
Pastry,morning,weekend
Pastry,morning,weekend
Farm House,morning,weekend
Tea,morning,weekend
Coffee,morning,weekend
Coffee,morning,weekend
Pastry,morning,weekend
Scone,morning,weekend
Coffee,morning,weekend
Medialuna,morning,weekend
Coffee,morning,weekend
Bread,morning,weekend
Hot chocolate,morning,weekend
Bread,morning,weekend
Tea,morning,weekend
Tea,morning,weekend
Pastry,morning,weekend
Pastry,morning,weekend
Bread,morning,weekend
Bread,morning,weekend
Coffee,morning,weekend
Coffee,morning,weekend
Tea,morning,weekend
Coffee,morning,weekend
Coffee,morning,weekend
Hot chocolate,morning,weekend
Hot chocolate,morning,weekend
Medialuna,morning,weekend
Scone,morning,weekend
Alfajores,morning,weekend
Spanish Brunch,morning,weekend
Bread,morning,weekend
Coffee,morning,weekend
Coffee,morning,weekend
Alfajores,morning,weekend
Cookies,morning,weekend
Sandwich,morning,weekend
Sandwich,morning,weekend
Coffee,morning,weekend
Scone,morning,weekend
Scone,morning,weekend
Coffee,morning,weekend
Coffee,morning,weekend
Coffee,morning,weekend
Coffee,morning,weekend
Hot chocolate,morning,weekend
Farm House,morning,weekend
Bread,morning,weekend
Coffee,morning,weekend
Coffee,morning,weekend
Hot chocolate,morning,weekend
Hot chocolate,morning,weekend
Coffee,morning,weekend
Coffee,morning,weekend
Coffee,morning,weekend
Cookies,morning,weekend
Cookies,morning,weekend
Brownie,morning,weekend
Pastry,morning,weekend
Baguette,morning,weekend
Coffee,morning,weekend
Cake,morning,weekend
Coffee,afternoon,weekend
Coffee,afternoon,weekend
Coffee,afternoon,weekend
Coffee,afternoon,weekend
Tea,afternoon,weekend
Medialuna,afternoon,weekend
Medialuna,afternoon,weekend
Cookies,afternoon,weekend
Cookies,afternoon,weekend
Bread,afternoon,weekend
Fudge,afternoon,weekend
Alfajores,afternoon,weekend
Coffee,afternoon,weekend
Tea,afternoon,weekend
Sandwich,afternoon,weekend
Spanish Brunch,afternoon,weekend
Bread,afternoon,weekend
Cake,afternoon,weekend
Alfajores,afternoon,weekend
Bread,afternoon,weekend
Coffee,afternoon,weekend
Coffee,afternoon,weekend
Bread,afternoon,weekend
Pastry,afternoon,weekend
Salad,afternoon,weekend
Coffee,afternoon,weekend
Coffee,afternoon,weekend
Coffee,afternoon,weekend
Coffee,afternoon,weekend
Coffee,afternoon,weekend
Bread,afternoon,weekend
Cookies,afternoon,weekend
Alfajores,afternoon,weekend
Sandwich,afternoon,weekend
Sandwich,afternoon,weekend
Coffee,afternoon,weekend
Coffee,afternoon,weekend
Pastry,afternoon,weekend
Bread,afternoon,weekend
Coffee,afternoon,weekend
Pastry,afternoon,weekend
Sandwich,afternoon,weekend
Coffee,afternoon,weekend
Coke,afternoon,weekend
Bread,afternoon,weekend
Scone,afternoon,weekend
Alfajores,afternoon,weekend
Brownie,afternoon,weekend
Bread,afternoon,weekend
Scandinavian,afternoon,weekend
Coffee,afternoon,weekend
Cake,afternoon,weekend
Bread,afternoon,weekend
Cake,afternoon,weekend
Pastry,afternoon,weekend
Bread,afternoon,weekend
Cookies,afternoon,weekend
Cake,afternoon,weekend
Hot chocolate,afternoon,weekend
Tea,afternoon,weekend
Alfajores,afternoon,weekend
Bread,afternoon,weekend
Coffee,afternoon,weekend
Coffee,afternoon,weekend
Cookies,afternoon,weekend
Cake,afternoon,weekend
Scandinavian,afternoon,weekend
Coffee,afternoon,weekend
Coffee,afternoon,weekend
Cake,afternoon,weekend
Alfajores,afternoon,weekend
Coffee,afternoon,weekend
Chicken Stew,afternoon,weekend
Sandwich,afternoon,weekend
Fudge,afternoon,weekend
Coffee,afternoon,weekend
Sandwich,afternoon,weekend
Fudge,afternoon,weekend
Baguette,afternoon,weekend
Coffee,afternoon,weekend
Tea,afternoon,weekend
Cake,afternoon,weekend
Coffee,afternoon,weekend
Tea,afternoon,weekend
Tea,afternoon,weekend
Bread,afternoon,weekend
Bread,afternoon,weekend
Coffee,afternoon,weekend
Tea,afternoon,weekend
Coffee,afternoon,weekend
Sandwich,afternoon,weekend
Sandwich,afternoon,weekend
Bread,afternoon,weekend
Bread,afternoon,weekend
Spanish Brunch,afternoon,weekend
Chicken Stew,afternoon,weekend
Coffee,afternoon,weekend
Coffee,afternoon,weekend
Coffee,afternoon,weekend
Coffee,afternoon,weekend
Cookies,afternoon,weekend
Cake,afternoon,weekend
Hot chocolate,afternoon,weekend
Hot chocolate,afternoon,weekend
Bread,afternoon,weekend
Coffee,afternoon,weekend
Coffee,morning,weekday
Coffee,morning,weekday
Coffee,morning,weekday
Bread,morning,weekday
Bread,morning,weekday
Tea,morning,weekday
Medialuna,morning,weekday
Coffee,morning,weekday
Bread,morning,weekday
Bread,morning,weekday
Bread,morning,weekday
Coffee,morning,weekday
Coffee,morning,weekday
Tea,morning,weekday
Bread,morning,weekday
Coffee,morning,weekday
Pastry,morning,weekday
Coffee,morning,weekday
Baguette,morning,weekday
Bread,morning,weekday
Pastry,morning,weekday
Pastry,morning,weekday
Pastry,morning,weekday
Cookies,morning,weekday
Coffee,morning,weekday
Coffee,morning,weekday
Sandwich,morning,weekday
Jam,morning,weekday
Bread,morning,weekday
Pastry,morning,weekday
Coffee,morning,weekday
Coffee,morning,weekday
Coffee,morning,weekday
Medialuna,morning,weekday
Cookies,morning,weekday
Bread,morning,weekday
Farm House,morning,weekday
Bread,morning,weekday
Cake,morning,weekday
Coffee,morning,weekday
Bread,morning,weekday
Coffee,morning,weekday
Pastry,morning,weekday
Coffee,morning,weekday
Coffee,afternoon,weekday
Coffee,afternoon,weekday
Toast,afternoon,weekday
Bread,afternoon,weekday
Coffee,afternoon,weekday
Hot chocolate,afternoon,weekday
Coffee,afternoon,weekday
Toast,afternoon,weekday
Bread,afternoon,weekday
Coffee,afternoon,weekday
Tea,afternoon,weekday
Cake,afternoon,weekday
Scone,afternoon,weekday
Pastry,afternoon,weekday
Bread,afternoon,weekday
Bread,afternoon,weekday
Sandwich,afternoon,weekday
Baguette,afternoon,weekday
Bread,afternoon,weekday
Bread,afternoon,weekday
Sandwich,afternoon,weekday
Coffee,afternoon,weekday
Soup,afternoon,weekday
Coffee,afternoon,weekday
Coffee,afternoon,weekday
Truffles,afternoon,weekday
Scone,afternoon,weekday
Coffee,afternoon,weekday
Mineral water,afternoon,weekday
Sandwich,afternoon,weekday
Spanish Brunch,afternoon,weekday
Alfajores,afternoon,weekday
Truffles,afternoon,weekday
Tea,afternoon,weekday
Bread,afternoon,weekday
Coffee,afternoon,weekday
Bread,afternoon,weekday
Fudge,afternoon,weekday
Fudge,afternoon,weekday
Fudge,afternoon,weekday
Truffles,afternoon,weekday
Cake,afternoon,weekday
Coffee,afternoon,weekday
Cake,afternoon,weekday
Juice,afternoon,weekday
Truffles,afternoon,weekday
Coffee,afternoon,weekday
Sandwich,afternoon,weekday
Spanish Brunch,afternoon,weekday
Brownie,afternoon,weekday
Medialuna,afternoon,weekday
Tea,afternoon,weekday
Brownie,afternoon,weekday
Tea,afternoon,weekday
Soup,afternoon,weekday
Soup,afternoon,weekday
Coffee,afternoon,weekday
Cake,afternoon,weekday
Chicken Stew,afternoon,weekday
Tea,afternoon,weekday
Cake,afternoon,weekday
Bread,afternoon,weekday
Cookies,afternoon,weekday
Tea,afternoon,weekday
Tea,afternoon,weekday
Coffee,afternoon,weekday
Juice,afternoon,weekday
Alfajores,afternoon,weekday
Bread,afternoon,weekday
Brownie,afternoon,weekday
Coffee,afternoon,weekday
Coffee,afternoon,weekday
Juice,afternoon,weekday
Farm House,afternoon,weekday
Juice,afternoon,weekday
Cookies,afternoon,weekday
Brownie,afternoon,weekday
Tea,afternoon,weekday
Coffee,afternoon,weekday
Cake,afternoon,weekday
Brownie,afternoon,weekday
Coffee,afternoon,weekday
Coffee,afternoon,weekday
Scone,afternoon,weekday
Tea,afternoon,weekday
Brownie,afternoon,weekday
Toast,afternoon,weekday
Bread,evening,weekday
Pastry,evening,weekday
Medialuna,evening,weekday
Hot chocolate,evening,weekday
Coffee,evening,weekday
Bread,morning,weekday
Sandwich,morning,weekday
Coffee,morning,weekday
Bread,morning,weekday
Farm House,morning,weekday
Hot chocolate,morning,weekday
Hot chocolate,morning,weekday
Hot chocolate,morning,weekday
Tea,morning,weekday
Toast,morning,weekday
Baguette,morning,weekday
Coffee,morning,weekday
Scandinavian,morning,weekday
Bread,morning,weekday
Nomad bag,morning,weekday
Bread,morning,weekday
Bread,morning,weekday
Pastry,morning,weekday
Bread,morning,weekday
Coffee,morning,weekday
Coffee,morning,weekday
Coffee,morning,weekday
Coffee,morning,weekday
Cake,morning,weekday
Bread,morning,weekday
Coffee,morning,weekday
Coffee,morning,weekday
Coffee,morning,weekday
Pastry,morning,weekday
Brownie,morning,weekday
Coffee,morning,weekday
Pastry,morning,weekday
Bread,morning,weekday
Salad,morning,weekday
Coffee,morning,weekday
Bread,morning,weekday
Coffee,morning,weekday
Coffee,morning,weekday
Coffee,morning,weekday
Cake,morning,weekday
Alfajores,morning,weekday
Coffee,morning,weekday
Coffee,morning,weekday
Bread,morning,weekday
Eggs,morning,weekday
Tea,morning,weekday
Bread,afternoon,weekday
Farm House,afternoon,weekday
Coffee,afternoon,weekday
Alfajores,afternoon,weekday
Coffee,afternoon,weekday
Coffee,afternoon,weekday
Pastry,afternoon,weekday
Juice,afternoon,weekday
Chicken Stew,afternoon,weekday
Chicken Stew,afternoon,weekday
Chocolates,afternoon,weekday
Soup,afternoon,weekday
Coffee,afternoon,weekday
Chicken Stew,afternoon,weekday
Juice,afternoon,weekday
Eggs,afternoon,weekday
Bread,afternoon,weekday
Cake,afternoon,weekday
Cake,afternoon,weekday
Cake,afternoon,weekday
Coffee,afternoon,weekday
Hot chocolate,afternoon,weekday
Coffee,afternoon,weekday
Coffee,afternoon,weekday
Cake,afternoon,weekday
Farm House,afternoon,weekday
Bread,afternoon,weekday
Baguette,afternoon,weekday
Soup,afternoon,weekday
Spanish Brunch,afternoon,weekday
Tea,afternoon,weekday
Coffee,afternoon,weekday
Cake,afternoon,weekday
Tea,afternoon,weekday
Tea,afternoon,weekday
Spanish Brunch,afternoon,weekday
Coffee,afternoon,weekday
Coffee,afternoon,weekday
Brownie,afternoon,weekday
Truffles,afternoon,weekday
Hot chocolate,afternoon,weekday
Cake,afternoon,weekday
Bread,afternoon,weekday
Alfajores,afternoon,weekday
Tea,afternoon,weekday
Bread,afternoon,weekday
Coffee,afternoon,weekday
Alfajores,afternoon,weekday
Bread,evening,weekday
Smoothies,evening,weekday
Mineral water,evening,weekday
Alfajores,evening,weekday
Brownie,evening,weekday
Cake,evening,weekday
Bread,evening,weekday
Coffee,evening,weekday
Tea,evening,weekday
Cake,evening,weekday
Baguette,evening,weekday
Sandwich,evening,weekday
Tea,evening,weekday
Coffee,morning,weekday
Alfajores,morning,weekday
Bread,morning,weekday
Bread,morning,weekday
Pastry,morning,weekday
Pastry,morning,weekday
Bread,morning,weekday
Eggs,morning,weekday
Nomad bag,morning,weekday
Coffee,morning,weekday
Coffee,morning,weekday
Alfajores,morning,weekday
Coffee,morning,weekday
Bread,morning,weekday
Coffee,morning,weekday
Bread,morning,weekday
Coffee,morning,weekday
Bread,morning,weekday
Spanish Brunch,morning,weekday
Coffee,morning,weekday
Coffee,morning,weekday
Coffee,morning,weekday
Pastry,morning,weekday
Medialuna,morning,weekday
Mineral water,morning,weekday
Crisps,morning,weekday
Sandwich,morning,weekday
Coffee,afternoon,weekday
Coffee,afternoon,weekday
Bread,afternoon,weekday
Alfajores,afternoon,weekday
Alfajores,afternoon,weekday
Pastry,afternoon,weekday
Medialuna,afternoon,weekday
Bread,afternoon,weekday
Tea,afternoon,weekday
Coffee,afternoon,weekday
Baguette,afternoon,weekday
Farm House,afternoon,weekday
Farm House,afternoon,weekday
Bread,afternoon,weekday
Chicken Stew,afternoon,weekday
Chocolates,afternoon,weekday
Chocolates,afternoon,weekday
Coffee,afternoon,weekday
Tea,afternoon,weekday
Tea,afternoon,weekday
Sandwich,afternoon,weekday
Brownie,afternoon,weekday
Brownie,afternoon,weekday
Tea,afternoon,weekday
Sandwich,afternoon,weekday
Art Tray,afternoon,weekday
Sandwich,afternoon,weekday
Soup,afternoon,weekday
Soup,afternoon,weekday
Tea,afternoon,weekday
Soup,afternoon,weekday
Coffee,afternoon,weekday
Hot chocolate,afternoon,weekday
Brownie,afternoon,weekday
Soup,afternoon,weekday
Cake,afternoon,weekday
Cake,afternoon,weekday
Bread,afternoon,weekday
Coffee,afternoon,weekday
Coffee,afternoon,weekday
Coffee,afternoon,weekday
Soup,afternoon,weekday
Chicken Stew,afternoon,weekday
Mineral water,afternoon,weekday
Coffee,afternoon,weekday
Bread,afternoon,weekday
Bread,afternoon,weekday
Coffee,afternoon,weekday
Coffee,afternoon,weekday
Pastry,afternoon,weekday
Tea,afternoon,weekday
Coffee,afternoon,weekday
Bread,afternoon,weekday
Coffee,afternoon,weekday
Sandwich,afternoon,weekday
Bread,afternoon,weekday
Coffee,afternoon,weekday
Bread,afternoon,weekday
Mineral water,afternoon,weekday
Sandwich,afternoon,weekday
Tea,afternoon,weekday
Bread,afternoon,weekday
Bread,afternoon,weekday
Bread,afternoon,weekday
Cake,afternoon,weekday
Coffee,afternoon,weekday
Tea,afternoon,weekday
Brownie,afternoon,weekday
Bread,afternoon,weekday
Bread,afternoon,weekday
Hot chocolate,afternoon,weekday
Hot chocolate,afternoon,weekday
Coffee,afternoon,weekday
Cake,afternoon,weekday
Coffee,afternoon,weekday
Tea,afternoon,weekday
Bread,morning,weekday
Bread,morning,weekday
Coffee,morning,weekday
Cookies,morning,weekday
Bread,morning,weekday
Toast,morning,weekday
Bread,morning,weekday
Coffee,morning,weekday
Pastry,morning,weekday
Pastry,morning,weekday
Farm House,morning,weekday
Scandinavian,morning,weekday
Coffee,morning,weekday
Brownie,morning,weekday
Bread,morning,weekday
Hot chocolate,morning,weekday
Coffee,morning,weekday
Toast,morning,weekday
Coffee,morning,weekday
Coffee,morning,weekday
Tea,morning,weekday
Brownie,morning,weekday
Farm House,morning,weekday
Coffee,morning,weekday
Coffee,morning,weekday
Cookies,morning,weekday
Cookies,morning,weekday
Toast,morning,weekday
Juice,morning,weekday
Valentine's card,morning,weekday
Coffee,morning,weekday
Coffee,morning,weekday
Extra Salami or Feta,morning,weekday
Bread,morning,weekday
Valentine's card,morning,weekday
Hot chocolate,morning,weekday
Coffee,morning,weekday
Cookies,morning,weekday
Cookies,morning,weekday
Coffee,morning,weekday
Medialuna,morning,weekday
Medialuna,morning,weekday
Sandwich,morning,weekday
Bread,morning,weekday
Bread,afternoon,weekday
Bread,afternoon,weekday
Soup,afternoon,weekday
Bread,afternoon,weekday
Coffee,afternoon,weekday
Coffee,afternoon,weekday
Soup,afternoon,weekday
Pastry,afternoon,weekday
Jam,afternoon,weekday
Eggs,afternoon,weekday
Coffee,afternoon,weekday
Baguette,afternoon,weekday
Coffee,afternoon,weekday
Bread,afternoon,weekday
Pastry,afternoon,weekday
Scandinavian,afternoon,weekday
Cookies,afternoon,weekday
Coke,afternoon,weekday
Soup,afternoon,weekday
Sandwich,afternoon,weekday
Coffee,afternoon,weekday
Coke,afternoon,weekday
Sandwich,afternoon,weekday
Coffee,afternoon,weekday
Chicken Stew,afternoon,weekday
Chicken Stew,afternoon,weekday
Coffee,afternoon,weekday
Juice,afternoon,weekday
Toast,afternoon,weekday
Sandwich,afternoon,weekday
Sandwich,afternoon,weekday
Tea,afternoon,weekday
Coffee,afternoon,weekday
Cookies,afternoon,weekday
Cookies,afternoon,weekday
Alfajores,afternoon,weekday
Alfajores,afternoon,weekday
Hot chocolate,afternoon,weekday
Cookies,afternoon,weekday
Juice,afternoon,weekday
Sandwich,afternoon,weekday
Cake,afternoon,weekday
Soup,afternoon,weekday
Bread,afternoon,weekday
Coffee,afternoon,weekday
Fudge,afternoon,weekday
Sandwich,afternoon,weekday
Baguette,afternoon,weekday
Coffee,afternoon,weekday
Coffee,afternoon,weekday
Pastry,afternoon,weekday
Pastry,afternoon,weekday
Medialuna,afternoon,weekday
Cake,afternoon,weekday
Tea,afternoon,weekday
Tea,afternoon,weekday
Bread,afternoon,weekday
Coffee,afternoon,weekday
Brownie,afternoon,weekday
Soup,afternoon,weekday
Soup,afternoon,weekday
Soup,afternoon,weekday
Bread,afternoon,weekday
Cake,afternoon,weekday
Cake,afternoon,weekday
Tea,afternoon,weekday
Bread,afternoon,weekday
Tea,afternoon,weekday
Coffee,afternoon,weekday
Juice,afternoon,weekday
Hot chocolate,afternoon,weekday
Cake,afternoon,weekday
Alfajores,afternoon,weekday
Bread,afternoon,weekday
Coffee,afternoon,weekday
Coffee,afternoon,weekday
Bread,evening,weekday
Cookies,evening,weekday
Bread,evening,weekday
Bread,morning,weekday
Bread,morning,weekday
Cake,morning,weekday
Bread,morning,weekday
Coffee,morning,weekday
Bread,morning,weekday
Coffee,morning,weekday
Tea,morning,weekday
Bread,morning,weekday
Bread,morning,weekday
Coffee,morning,weekday
Coffee,morning,weekday
Juice,morning,weekday
Pastry,morning,weekday
Cookies,morning,weekday
Bread,morning,weekday
Pastry,morning,weekday
Bread,morning,weekday
Coffee,morning,weekday
Cookies,morning,weekday
Hot chocolate,morning,weekday
Coffee,morning,weekday
Hot chocolate,morning,weekday
Coffee,morning,weekday
Cookies,morning,weekday
Coffee,morning,weekday
Coffee,morning,weekday
Toast,morning,weekday
Valentine's card,morning,weekday
Tea,morning,weekday
Bread,morning,weekday
Bread,morning,weekday
Coffee,morning,weekday
Bread,morning,weekday
Juice,morning,weekday
Sandwich,morning,weekday
Sandwich,morning,weekday
Cookies,morning,weekday
Alfajores,morning,weekday
Soup,morning,weekday
Soup,morning,weekday
Scone,afternoon,weekday
Coffee,afternoon,weekday
Truffles,afternoon,weekday
Soup,afternoon,weekday
Chicken Stew,afternoon,weekday
Cake,afternoon,weekday
Juice,afternoon,weekday
Bread,afternoon,weekday
Scandinavian,afternoon,weekday
Coffee,afternoon,weekday
Coffee,afternoon,weekday
Sandwich,afternoon,weekday
Coffee,afternoon,weekday
Truffles,afternoon,weekday
Cake,afternoon,weekday
Bread,afternoon,weekday
Pastry,afternoon,weekday
Bread,afternoon,weekday
Toast,afternoon,weekday
Bread,afternoon,weekday
Bread,afternoon,weekday
Chicken Stew,afternoon,weekday
Sandwich,afternoon,weekday
Coke,afternoon,weekday
Coffee,afternoon,weekday
Coffee,afternoon,weekday
Cake,afternoon,weekday
Cake,afternoon,weekday
Salad,afternoon,weekday
Extra Salami or Feta,afternoon,weekday
Scandinavian,afternoon,weekday
Bread,afternoon,weekday
Scandinavian,afternoon,weekday
Coffee,afternoon,weekday
Salad,afternoon,weekday
Truffles,afternoon,weekday
Duck egg,afternoon,weekday
Extra Salami or Feta,afternoon,weekday
Spanish Brunch,afternoon,weekday
Afternoon with the baker,afternoon,weekday
Medialuna,afternoon,weekday
Medialuna,afternoon,weekday
Tea,afternoon,weekday
Tea,afternoon,weekday
Soup,afternoon,weekday
Cake,afternoon,weekday
Bread,afternoon,weekday
Scone,afternoon,weekday
Cake,afternoon,weekday
Soup,afternoon,weekday
Coffee,afternoon,weekday
Coffee,afternoon,weekday
Medialuna,afternoon,weekday
Cake,afternoon,weekday
Spanish Brunch,afternoon,weekday
The Nomad,afternoon,weekday
Cookies,afternoon,weekday
Bread,afternoon,weekday
